Time,D1_Modulation_Index,D2_Flux_Weakening_Output,D3_Id_Command,D4_Iq_Command,D1_Commanded_Torque,D2_Torque_Feedback,D3_Power_On_Timer,D1_Parameter_Address_Response,D2_Write_Success,D3_Data_Response,D1_Parameter_Address_Command,D2_Read_Write_Command,D3_Data_Command,Torque_Command,Speed_Command,Direction_Command,Inverter_Enable,Inverter_Discharge,Speed_Mode_Enable,Torque_Limit_Command,D1_Post_Fault_Lo,D2_Post_Fault_Hi,D3_Run_Fault_Lo,D4_Run_Fault_Hi,D1_VSM_State,D2_Inverter_State,D3_Relay_1_Status,D3_Relay_2_Status,D3_Relay_3_Status,D3_Relay_4_Status,D3_Relay_5_Status,D3_Relay_6_Status,D4_Inverter_Run_Mode,D4_Inverter_Discharge_State,D5_Inverter_Command_Mode,D6_Inverter_Enable_State,D6_Inverter_Enable_Lockout,D7_Direction_Command,D7_BMS_Active,D7_BMS_Torque_Limiting,D1_Reference_Voltage_1_5,D2_Reference_Voltage_2_5,D3_Reference_Voltage_5_0,D4_Reference_Voltage_12_0,D1_Flux_Command,D2_Flux_Feedback,D3_Id,D4_Iq,D1_DC_Bus_Voltage,D2_Output_Voltage,D3_VAB_Vd_Voltage,D4_VBC_Vq_Voltage,D1_Phase_A_Current,D2_Phase_B_Current,D3_Phase_C_Current,D4_DC_Bus_Current,D1_Motor_Angle_Electrical,D2_Motor_Speed,D3_Electrical_Output_Frequency,D4_Delta_Resolver_Filtered,D1_Digital_Input_1,D2_Digital_Input_2,D3_Digital_Input_3,D4_Digital_Input_4,D5_Digital_Input_5,D6_Digital_Input_6,D7_Digital_Input_7,D8_Digital_Input_8,D1_Analog_Input_1,D2_Analog_Input_2,D3_Analog_Input_3,D4_Analog_Input_4,D5_Analog_Input_5,D6_Analog_Input_6,D1_RTD4_Temperature,D2_RTD5_Temperature,D3_Motor_Temperature,D4_Torque_Shudder,D1_Control_Board_Temperature,D2_RTD1_Temperature,D3_RTD2_Temperature,D4_RTD3_Temperature,D1_Module_A,D2_Module_B,D3_Module_C,D4_Gate_Driver_Board,D1_Project_Code_EEP_Ver,D2_SW_Version,D3_DateCode_MMDD,D4_DateCode_YYYY,D1_Buffer_Record,D2_Buffer_Segment,D3_Diag_Data_1,D4_Diag_Data_2,D5_Diag_Data_3,D1_ID_Byte,D2_Setpoint_Calc,D1_HV_Input_Current_Sensor_Validity,D2_14V_Master_Fault,D3_HV_Input_Current,D4_DTC_Status,D5_DTC_Index,D6_14V_Monitor,D7_14V_Conditional,D8_14V_Current_Monitor,D1_Max_Discharge_Current,D2_Max_Charge_Current,Pack_DCL,Pack_CCL,High_Temperature,Low_Temperature,Average_Temperature,CRC_Checksum,Pack_Current,Pack_Open_Voltage,Pack_Inst_Voltage,Pack_Summed_Voltage,Maximum_Pack_Voltage,Pack_CCL,Blank26,Blank27,Blank28,Blank29,Blank30,Blank31,Blank32,DTC_P0A08_Charger_Safety_Relay_Fault,Blank33,Blank34,Blank35,Maximum_Cell_Voltage,Pack_CCL,Blank36,Blank37,Blank38,Blank39,Blank40,Blank41,Blank42,DTC_P0A08_Charger_Safety_Relay_Fault,Blank43,Blank44,Blank45,High_Cell_Voltage,Low_Cell_Voltage,Minimum_Cell_Voltage,Constant_Value1,Constant_Value2,Maximum_Pack_Voltage,Pack_CCL,Blank1,Blank2,Blank3,Blank4,Blank5,Blank6,Blank7,DTC_P0A08_Charger_Safety_Relay_Fault,Pack_DCL,Blank,Constant_Value3,Maximum_Cell_Voltage,Pack_CCL,Blank8,Blank9,Blank10,Blank11,Blank12,Blank13,Blank14,DTC_P0A08_Charger_Safety_Relay_Fault,Blank15,Blank16,Blank17,Adaptive_Amphours,Pack_Amphours,Maximum_Cell_Voltage,Populated_Cells,Constant_Value4,Blank18,Blank19,Blank20,Blank21,Blank22,Blank23,Blank24,Blank25
1667259334299,0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334300,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334304,,,,,0.0,0.30000000000000004,13.773,,,,,,,,,,,,,,,,,,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.034,21.166,0.5,0.6000000000000001,0.2,0.0,0.1,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334309,0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,0,0.0,0.8,,,,,,,,,4.91,2.02,4.93,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334310,,,,,0.0,-0.6000000000000001,13.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334311,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.30000000000000004,1.5,,,,,86.9,0,0.0,1.1,0,0,0,0,0,0,0,0,4.91,2.0300000000000002,4.92,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334317,-0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,250.8,250.8,250.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334319,,,,,0.0,0.5,13.791,,,,,,,,,,,,,,0,0,2048,0,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.034,21.166,0.1,1.0,0.5,0.0,0.5,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334326,0.0002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.8,0.5,0.0,86.80000000000001,0,0.0,1.3,0,0,0,0,0,0,0,0,4.91,2.02,4.92,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334327,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334328,,,,,0.0,0.1,13.8,,,,,,,,,,,,,,,,,,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.034,21.166,-0.1,0.2,0.1,0.0,0.5,0.0,0.0,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.80000000000001,0,0.0,1.4000000000000001,0,0,0,0,0,0,0,0,4.91,2.02,4.92,4.93,4.94,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334333,,,,,,,,,,,,,,0.0,0,CCW,Turn the inverter OFF,Discharge Disable,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334339,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334340,,,,,0.0,-0.4,13.809000000000001,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,2.02,4.92,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334344,-0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334345,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334350,,,,,0.0,-0.4,13.818,,,,,,,,,,,,,,,,,,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.034,21.166,-0.6000000000000001,-0.9,0.4,0.0,1.2000000000000002,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7000000000000001,-0.4,-0.30000000000000004,0.0,86.80000000000001,0,0.0,0.7000000000000001,,,,,,,,,4.91,2.02,4.92,4.92,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334376,,,,,0.0,0.30000000000000004,13.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334377,0.0002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,2048,0,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,2.0,20.0,20.0,20.0,1952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334383,,,,,,,,,,,,,,0.0,0,CCW,Turn the inverter OFF,Discharge Disable,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334384,0.0,0.0,0.0,0.0,0.0,0.0,13.854000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334389,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,2.02,4.92,4.92,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334390,,,,,0.0,0.0,13.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334395,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,2.5,5.0600000000000005,12.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6592,1301,8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334399,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,21.166,0.2,0.0,0.1,0.0,0.7000000000000001,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,19.8,19.700000000000003,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334400,,,,,0.0,0.30000000000000004,13.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334401,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.30000000000000004,0.6000000000000001,,,,,86.9,0,0.0,0.7000000000000001,0,0,0,0,0,0,0,0,4.91,2.02,4.92,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334407,0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334408,,,,,0.0,0.0,13.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334409,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.034,21.166,0.0,-0.1,0.0,0.0,0.30000000000000004,-0.2,0.0,-0.1,-0.30000000000000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9,0,0.0,0.4,0,0,0,0,0,0,0,0,4.91,2.02,4.93,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,250.8,250.8,250.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334419,-0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334420,,,,,0.0,-0.4,13.89,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,2.0300000000000002,4.93,4.93,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334425,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334426,,,,,,,,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334427,,,,,0.0,-0.1,13.899000000000001,,,,,,,,,,,,,,,,,,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0.034,21.166,-0.30000000000000004,-0.4,0.5,0.0,0.30000000000000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334433,,,,,,,,,,,,,,0.0,0,CCW,Turn the inverter OFF,Discharge Disable,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.1,0.0,0.0,86.9,0,0.0,0.0,0,0,0,0,0,0,0,0,4.92,2.0300000000000002,4.92,4.93,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334434,0.0002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334439,,,,,0.0,-0.30000000000000004,13.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334444,-0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,2048,0,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,2.02,4.92,4.92,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334445,,,,,0.0,-0.1,13.917,,,,,,,,,,,,,,0,0,2048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334449,,,,,,,,,,,,,,,,,,,,,,,,,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,0.1,0.0,0.7000000000000001,0.0,-0.1,-0.2,0.1,0.0,86.80000000000001,0,0.0,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,2.02,4.93,4.92,4.93,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334476,,,,,0.0,-0.7000000000000001,13.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334477,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0,0,2048,0,blink fault code state,Idle Stop,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,250.8,250.8,250.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,2.0,20.0,20.0,20.0,1952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667259334479,-0.0001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
